,coin,buy_date,buy,sell_date,sell,profit,profit_rate
0,BTC,2019-02-18,4238118.0,2019-03-02,4250873.5,12755.5,0.003009708554598999
1,BTC,2019-03-16,4447222.5,2019-03-27,4545726.0,98503.5,0.022149442713963602
2,BTC,2019-03-29,4643320.5,2019-04-16,6020988.0,1377667.5,0.29669877407773165
3,BTC,2019-04-23,6453225.0,2019-05-21,9504245.5,3051020.5,0.47279003908898265
4,BTC,2019-06-17,11060527.5,2019-07-02,13198397.5,2137870.0,0.1932882495884577
5,BTC,2019-08-05,14188090.5,2019-08-14,12195899.0,-1992191.5,-0.14041293999358123
0,ETH,2018-12-24,156278.1,2019-01-10,142278.825,-13999.274999999994,-0.08957925006766779
1,ETH,2019-03-16,156328.125,2019-04-16,192403.75,36075.625,0.23076861569215393
2,ETH,2019-05-11,222861.375,2019-06-04,297351.25,74489.875,0.3342430916976977
3,ETH,2019-06-21,347623.725,2019-07-03,363468.17500000005,15844.45000000007,0.045579311366046926
4,ETH,2019-09-16,233616.75,2019-09-30,216691.6,-16925.149999999994,-0.07244835826198247
0,NEO,2018-12-24,9419.707499999999,2019-01-12,8600.6975,-819.0099999999984,-0.08694643650028396
1,NEO,2019-02-11,8924.46,2019-03-06,9520.237500000001,595.777500000002,0.0667578206412491
2,NEO,2019-03-29,11235.615,2019-04-11,13033.480000000001,1797.8650000000016,0.160014827848765
3,NEO,2019-05-14,13256.625,2019-06-06,13993.0,736.375,0.055547697849188615
4,NEO,2019-06-22,20260.125,2019-07-02,21829.08,1568.9550000000017,0.07744053898976447
5,NEO,2019-09-17,11275.635,2019-10-04,8805.595000000001,-2470.039999999999,-0.2190599465129901
6,NEO,2019-10-26,10865.43,2019-11-19,13673.16,2807.7299999999996,0.2584094692984999
0,MTL,2019-02-03,313.1565,2019-02-28,344.82750000000004,31.67100000000005,0.101134736146304
1,MTL,2019-03-14,429.2145,2019-03-24,403.798,-25.416499999999985,-0.0592163125896259
2,MTL,2019-03-28,447.2235,2019-04-12,544.7275000000001,97.50400000000008,0.21802074354321738
3,MTL,2019-05-22,579.2895,2019-06-27,657.671,78.38150000000007,0.13530626741896767
4,MTL,2019-08-21,513.2565,2019-08-31,490.7545,-22.501999999999953,-0.043841626944812105
5,MTL,2019-10-02,567.2835,2019-10-09,454.77250000000004,-112.51099999999997,-0.1983329322992824
6,MTL,2019-11-02,485.24249999999995,2019-11-09,411.79400000000004,-73.44849999999991,-0.15136452392360503
0,XRP,2018-12-24,454.227,2019-01-02,415.79200000000003,-38.434999999999945,-0.08461628216728628
1,XRP,2019-02-19,351.1755,2019-02-28,349.82500000000005,-1.350499999999954,-0.0038456555198183077
2,XRP,2019-03-20,356.178,2019-03-27,347.826,-8.351999999999975,-0.02344894968246207
3,XRP,2019-04-02,390.195,2019-04-14,380.8095,-9.385499999999979,-0.024053357936416355
4,XRP,2019-05-11,375.1875,2019-06-07,510.7445,135.55700000000002,0.36130468099283697
5,XRP,2019-06-22,551.2755,2019-06-28,524.7375000000001,-26.537999999999897,-0.04813926974806589
6,XRP,2019-09-17,338.169,2019-09-25,293.853,-44.315999999999974,-0.13104690258421078
7,XRP,2019-10-14,351.1755,2019-10-24,324.83750000000003,-26.337999999999965,-0.07499953726840274
0,ETC,2018-12-24,5752.875,2019-01-02,6001.9975,249.1225000000004,0.0433040001738262
1,ETC,2019-02-18,4752.375,2019-02-28,4682.6575,-69.71749999999975,-0.014670033404350403
2,ETC,2019-03-15,4887.4425,2019-04-14,7446.275000000001,2558.8325000000004,0.5235524510007024
3,ETC,2019-05-11,7033.514999999999,2019-06-05,9960.0175,2926.5025000000005,0.41607965576244604
4,ETC,2019-06-23,10845.42,2019-06-27,9590.202500000001,-1255.2174999999988,-0.11573710377283672
5,ETC,2019-08-21,7463.73,2019-08-30,7641.177500000001,177.44750000000113,0.02377464082971934
0,SNT,2018-12-24,22.311149999999998,2019-01-01,19.790100000000002,-2.5210499999999954,-0.11299507197074089
1,SNT,2019-01-09,23.011499999999998,2019-01-25,22.988500000000002,-0.022999999999996135,-0.0009995002498748946
2,SNT,2019-02-17,21.710849999999997,2019-03-01,22.288850000000004,0.5780000000000065,0.02662263338376925
3,SNT,2019-03-12,25.2126,2019-03-26,25.287350000000004,0.0747500000000052,0.0029647874475462748
4,SNT,2019-05-14,30.715349999999997,2019-06-19,33.983000000000004,3.267650000000007,0.10638491829004088
