,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate
0,KRW-BTC,2021-12-05,2021-12-05T09:00:00,62178000.0,63297000.0,59685000.0,61877000.0,1638748800042,749188784836.934,12124.69394126,62206000.0,-329000.0,-0.0052888789
1,KRW-BTC,2021-12-06,2021-12-06T09:00:00,61877000.0,63103000.0,59016000.0,62626000.0,1638835199800,703577992750.93,11591.24846455,61877000.0,749000.0,0.0121046592
2,KRW-BTC,2021-12-07,2021-12-07T09:00:00,62632000.0,64120000.0,62316000.0,63204000.0,1638921599471,509439926577.6897,8054.47784621,62626000.0,578000.0,0.0092293935
3,KRW-BTC,2021-12-08,2021-12-08T09:00:00,63205000.0,63450000.0,60500000.0,62217000.0,1639007999629,462084243427.4263,7423.34923321,63204000.0,-987000.0,-0.0156161002
4,KRW-BTC,2021-12-09,2021-12-09T09:00:00,62217000.0,62499000.0,59200000.0,59425000.0,1639094400000,425034996310.3946,6985.12525942,62217000.0,-2792000.0,-0.0448751949
5,KRW-BTC,2021-12-10,2021-12-10T09:00:00,59425000.0,61995000.0,59106000.0,59683000.0,1639180799150,466065446683.84814,7746.32503472,59425000.0,258000.0,0.0043416071
6,KRW-BTC,2021-12-11,2021-12-11T09:00:00,59749000.0,61538000.0,59500000.0,61427000.0,1639267200068,219745359643.67993,3629.5367696,59683000.0,1744000.0,0.0292210512
7,KRW-BTC,2021-12-12,2021-12-12T09:00:00,61414000.0,62887000.0,60904000.0,62049000.0,1639353600400,226239759072.2335,3665.34563234,61427000.0,622000.0,0.0101258404
8,KRW-BTC,2021-12-13,2021-12-13T09:00:00,61995000.0,62190000.0,58158000.0,58626000.0,1639439999487,447420970311.1684,7453.74091001,62049000.0,-3423000.0,-0.0551660784
9,KRW-BTC,2021-12-14,2021-12-14T09:00:00,58626000.0,60150000.0,57347000.0,59930000.0,1639526400379,421930887129.1652,7199.35776367,58626000.0,1304000.0,0.022242691
10,KRW-BTC,2021-12-15,2021-12-15T09:00:00,59909000.0,62150000.0,58055000.0,61198000.0,1639612799462,614210066819.0795,10234.38988975,59930000.0,1268000.0,0.0211580177
11,KRW-BTC,2021-12-16,2021-12-16T09:00:00,61196000.0,61660000.0,59500000.0,59817000.0,1639699200370,473844929813.83124,7807.69618658,61198000.0,-1381000.0,-0.0225660969
12,KRW-BTC,2021-12-17,2021-12-17T09:00:00,59820000.0,60198000.0,57400000.0,58086000.0,1639785600209,529378851668.7005,8991.83583337,59817000.0,-1731000.0,-0.0289382617
13,KRW-BTC,2021-12-18,2021-12-18T09:00:00,58110000.0,58867000.0,57207000.0,58402000.0,1639871999675,318308284131.8217,5479.58391512,58086000.0,316000.0,0.0054402093
14,KRW-BTC,2021-12-19,2021-12-19T09:00:00,58438000.0,59864000.0,58071000.0,58329000.0,1639958400006,349830141080.10315,5945.75001586,58402000.0,-73000.0,-0.0012499572
15,KRW-BTC,2021-12-20,2021-12-20T09:00:00,58329000.0,58616000.0,56917000.0,58011000.0,1640044798613,385840635557.5586,6685.60533352,58329000.0,-318000.0,-0.0054518336
16,KRW-BTC,2021-12-21,2021-12-21T09:00:00,57980000.0,60650000.0,57500000.0,60023000.0,1640131200081,394352689438.5196,6637.6709069,58011000.0,2012000.0,0.0346830773
17,KRW-BTC,2021-12-22,2021-12-22T09:00:00,60023000.0,60772000.0,59605000.0,59753000.0,1640217599350,347172202153.7813,5773.9637448,60023000.0,-270000.0,-0.0044982757
18,KRW-BTC,2021-12-23,2021-12-23T09:00:00,59759000.0,61925000.0,59120000.0,61490000.0,1640303999975,389081707456.7215,6471.52989474,59753000.0,1737000.0,0.0290696701
19,KRW-BTC,2021-12-24,2021-12-24T09:00:00,61490000.0,62850000.0,61250000.0,61939000.0,1640390399501,325690062280.693,5243.5431503,61490000.0,449000.0,0.0073020003
20,KRW-BTC,2021-12-25,2021-12-25T09:00:00,61939000.0,62500000.0,61107000.0,61177000.0,1640476800086,230679684124.69763,3730.36798441,61939000.0,-762000.0,-0.0123024266
21,KRW-BTC,2021-12-26,2021-12-26T09:00:00,61177000.0,61939000.0,60288000.0,61467000.0,1640563200047,265030001351.93692,4350.54366915,61177000.0,290000.0,0.0047403436
22,KRW-BTC,2021-12-27,2021-12-27T09:00:00,61467000.0,62500000.0,60934000.0,61508000.0,1640649600444,325512198487.4511,5287.22519425,61467000.0,41000.0,0.0006670246
23,KRW-BTC,2021-12-28,2021-12-28T09:00:00,61470000.0,61508000.0,57912000.0,58274000.0,1640735999845,436619790606.5887,7303.08727699,61470000.0,-3196000.0,-0.051992842
24,KRW-BTC,2021-12-29,2021-12-29T09:00:00,58261000.0,58763000.0,56650000.0,57089000.0,1640822399897,465098505559.6989,8037.99954485,58274000.0,-1185000.0,-0.0203349693
25,KRW-BTC,2021-12-30,2021-12-30T09:00:00,57089000.0,58233000.0,56400000.0,57200000.0,1640908799760,315378745535.8602,5506.78981263,57089000.0,111000.0,0.0019443325
26,KRW-BTC,2021-12-31,2021-12-31T09:00:00,57233000.0,58812000.0,56233000.0,56784000.0,1640995199765,285728205436.0753,4959.9700856,57200000.0,-416000.0,-0.0072727273
27,KRW-BTC,2022-01-01,2022-01-01T09:00:00,56784000.0,58271000.0,56762000.0,57915000.0,1641081600094,151064521830.33255,2628.14596492,56784000.0,1131000.0,0.0199175824
28,KRW-BTC,2022-01-02,2022-01-02T09:00:00,57915000.0,58300000.0,57100000.0,57531000.0,1641168000041,205291308789.9393,3567.5057124,57915000.0,-384000.0,-0.0066304066
29,KRW-BTC,2022-01-03,2022-01-03T09:00:00,57540000.0,57749000.0,56133000.0,56641000.0,1641254399950,360063461140.01263,6304.95856401,57531000.0,-890000.0,-0.0154699206
30,KRW-BTC,2022-01-04,2022-01-04T09:00:00,56640000.0,57685000.0,56000000.0,56023000.0,1641340800133,342512644132.83624,6053.44580235,56641000.0,-618000.0,-0.0109108243
31,KRW-BTC,2022-01-05,2022-01-05T09:00:00,56023000.0,57100000.0,52701000.0,53854000.0,1641427199708,515276777193.21295,9296.79871351,56023000.0,-2169000.0,-0.0387162415
32,KRW-BTC,2022-01-06,2022-01-06T09:00:00,53854000.0,54300000.0,52388000.0,53239000.0,1641513599985,339630997052.0713,6389.07930239,53854000.0,-615000.0,-0.0114197645
33,KRW-BTC,2022-01-07,2022-01-07T09:00:00,53240000.0,53358000.0,50900000.0,51449000.0,1641599999312,389528045895.49457,7509.10809323,53239000.0,-1790000.0,-0.0336219689
34,KRW-BTC,2022-01-08,2022-01-08T09:00:00,51449000.0,52709000.0,50829000.0,52142000.0,1641686399814,215423691964.91058,4171.09645762,51449000.0,693000.0,0.0134696496
35,KRW-BTC,2022-01-09,2022-01-09T09:00:00,52142000.0,52600000.0,51144000.0,51678000.0,1641772800012,174869889802.57343,3369.09508974,52142000.0,-464000.0,-0.0088987764
36,KRW-BTC,2022-01-10,2022-01-10T09:00:00,51672000.0,51999000.0,48897000.0,51246000.0,1641859199089,402570820215.65857,7955.46011133,51678000.0,-432000.0,-0.0083594566
37,KRW-BTC,2022-01-11,2022-01-11T09:00:00,51255000.0,52493000.0,50408000.0,52307000.0,1641945599601,298676109322.26056,5812.21805175,51246000.0,1061000.0,0.020704055
38,KRW-BTC,2022-01-12,2022-01-12T09:00:00,52306000.0,53945000.0,51800000.0,53349000.0,1642032000011,296492711681.8847,5617.86642827,52307000.0,1042000.0,0.0199208519
39,KRW-BTC,2022-01-13,2022-01-13T09:00:00,53349000.0,53940000.0,51809000.0,51885000.0,1642118399009,289837178996.5849,5468.01591063,53349000.0,-1464000.0,-0.0274419389
40,KRW-BTC,2022-01-14,2022-01-14T09:00:00,51885000.0,52691000.0,51010000.0,52230000.0,1642204800221,261086090962.35144,5030.18653553,51885000.0,345000.0,0.0066493206
41,KRW-BTC,2022-01-15,2022-01-15T09:00:00,52230000.0,52891000.0,51878000.0,52357000.0,1642291199914,135657742666.70593,2595.04941124,52230000.0,127000.0,0.0024315527
42,KRW-BTC,2022-01-16,2022-01-16T09:00:00,52357000.0,52634000.0,51948000.0,52165000.0,1642377599602,111417440453.1287,2131.4288192,52357000.0,-192000.0,-0.0036671314
43,KRW-BTC,2022-01-17,2022-01-17T09:00:00,52165000.0,52300000.0,50822000.0,51436000.0,1642464000084,160683769882.9794,3104.23763117,52165000.0,-729000.0,-0.0139748874
44,KRW-BTC,2022-01-18,2022-01-18T09:00:00,51435000.0,51600000.0,50192000.0,51179000.0,1642550400087,197997204276.519,3894.69755153,51436000.0,-257000.0,-0.0049965005
45,KRW-BTC,2022-01-19,2022-01-19T09:00:00,51183000.0,51395000.0,49988000.0,50333000.0,1642636798547,243349644791.62622,4815.61754533,51179000.0,-846000.0,-0.0165302175
46,KRW-BTC,2022-01-20,2022-01-20T09:00:00,50333000.0,52361000.0,49575000.0,49648000.0,1642723200064,350489190147.2465,6914.68087553,50333000.0,-685000.0,-0.0136093617
47,KRW-BTC,2022-01-21,2022-01-21T09:00:00,49600000.0,50001000.0,44600000.0,45316000.0,1642809600116,614895368490.7034,13031.22269492,49648000.0,-4332000.0,-0.0872542701
48,KRW-BTC,2022-01-22,2022-01-22T09:00:00,45316000.0,45622000.0,42629000.0,43375000.0,1642895999647,542096966238.20294,12317.48527338,45316000.0,-1941000.0,-0.0428325536
49,KRW-BTC,2022-01-23,2022-01-23T09:00:00,43376000.0,44500000.0,42725000.0,44253000.0,1642982397458,269289810382.9316,6165.20872887,43375000.0,878000.0,0.0202420749
50,KRW-BTC,2022-01-24,2022-01-24T09:00:00,44255000.0,45600000.0,40871000.0,44731000.0,1643068799968,468862727172.81586,10984.73257578,44253000.0,478000.0,0.0108015276
51,KRW-BTC,2022-01-25,2022-01-25T09:00:00,44764000.0,45572000.0,43511000.0,44909000.0,1643155199535,308479518001.6424,6937.03740715,44731000.0,178000.0,0.0039793432
52,KRW-BTC,2022-01-26,2022-01-26T09:00:00,44905000.0,47460000.0,44520000.0,45100000.0,1643241600098,465503093047.90515,10144.39442742,44909000.0,191000.0,0.004253045
53,KRW-BTC,2022-01-27,2022-01-27T09:00:00,45100000.0,45844000.0,43786000.0,45809000.0,1643327998772,335012964798.7789,7488.1448014,45100000.0,709000.0,0.0157206208
54,KRW-BTC,2022-01-28,2022-01-28T09:00:00,45800000.0,46890000.0,45060000.0,46588000.0,1643414400065,254762670308.80963,5565.15427472,45809000.0,779000.0,0.017005392
55,KRW-BTC,2022-01-29,2022-01-29T09:00:00,46592000.0,47746000.0,46180000.0,47146000.0,1643500799525,186286304051.22614,3980.16776223,46588000.0,558000.0,0.0119773332
56,KRW-BTC,2022-01-30,2022-01-30T09:00:00,47144000.0,47500000.0,46498000.0,47208000.0,1643587200107,135027081461.63245,2868.98523419,47146000.0,62000.0,0.0013150638
57,KRW-BTC,2022-01-31,2022-01-31T09:00:00,47208000.0,47647000.0,45624000.0,47266000.0,1643673600413,211275432696.9253,4554.26520595,47208000.0,58000.0,0.0012286053
58,KRW-BTC,2022-02-01,2022-02-01T09:00:00,47304000.0,48270000.0,46869000.0,47760000.0,1643760000306,187434977994.1383,3944.00160976,47266000.0,494000.0,0.0104514873
59,KRW-BTC,2022-02-02,2022-02-02T09:00:00,47784000.0,47900000.0,45401000.0,45517000.0,1643846400077,219281053640.67502,4684.82046753,47760000.0,-2243000.0,-0.0469639866
60,KRW-BTC,2022-02-03,2022-02-03T09:00:00,45518000.0,45900000.0,44770000.0,45835000.0,1643932800492,148839125406.1171,3279.73787459,45517000.0,318000.0,0.0069864007
61,KRW-BTC,2022-02-04,2022-02-04T09:00:00,45835000.0,50843000.0,45500000.0,50633000.0,1644019200068,355674962643.43884,7451.46465055,45835000.0,4798000.0,0.1046798298
62,KRW-BTC,2022-02-05,2022-02-05T09:00:00,50613000.0,51488000.0,50216000.0,50788000.0,1644105599281,285441834169.823,5618.42220443,50633000.0,155000.0,0.0030612446
63,KRW-BTC,2022-02-06,2022-02-06T09:00:00,50788000.0,52022000.0,50400000.0,51732000.0,1644191999929,206661446937.4289,4046.19621542,50788000.0,944000.0,0.0185870678
64,KRW-BTC,2022-02-07,2022-02-07T09:00:00,51678000.0,54110000.0,51084000.0,53511000.0,1644278400124,337553682455.38916,6414.99045765,51732000.0,1779000.0,0.0343887729
