,coin,buy_date,buy,sell_date,sell,profit,profit_rate
0,BTC,2022-02-07,53537755.5,2022-02-28,52305834.0,-1231921.5,-0.023010331465987587
1,BTC,2022-03-24,52992483.0,2022-04-06,53045464.0,52981.0,0.0009997833088893004
2,BTC,2022-07-18,29336661.0,2022-08-21,29444270.5,107609.5,0.0036680895620670667
3,BTC,2022-09-12,30671328.0,2022-09-28,27938024.0,-2733304.0,-0.08911593263910841
4,BTC,2022-10-04,28994490.0,2022-11-30,23180404.0,-5814086.0,-0.20052382366442728
0,ETH,2022-03-28,4027012.5,2022-04-08,4001998.0,-25014.5,-0.006211676770310497
1,ETH,2022-07-16,1781390.25,2022-07-26,1935531.75,154141.5,0.0865287659455866
2,ETH,2022-08-10,2446222.5,2022-08-19,2210894.0,-235328.5,-0.09620077486818962
3,ETH,2022-09-10,2417208.0,2022-10-05,1925037.0,-492171.0,-0.20361135657336896
4,ETH,2022-10-25,2073036.0,2022-11-06,2211893.5,138857.5,0.06698267661536027
0,NEO,2022-02-16,31275.629999999997,2022-02-21,24747.620000000003,-6528.009999999995,-0.20872513199574222
1,NEO,2022-03-22,29224.605,2022-04-07,28765.61,-458.994999999999,-0.01570577258443695
2,NEO,2022-07-18,13586.789999999999,2022-08-17,14882.555,1295.7650000000012,0.09536947284825932
3,NEO,2022-12-11,10205.099999999999,2022-12-19,8310.8425,-1894.257499999998,-0.1856187102527166
0,MTL,2022-02-07,2286.1425,2022-02-17,1884.0575000000001,-402.0849999999998,-0.17587923762407628
1,MTL,2022-03-23,2066.0325,2022-04-08,2088.955,22.922500000000127,0.01109493679310472
2,MTL,2022-04-12,3036.5175,2022-04-30,2788.605,-247.9124999999999,-0.08164369215721626
3,MTL,2022-06-07,2246.1225,2022-06-16,1724.1375,-521.9849999999999,-0.23239382535903536
4,MTL,2022-07-19,1850.925,2022-08-19,1649.1750000000002,-201.74999999999977,-0.10899955427691548
5,MTL,2022-09-12,1760.8799999999999,2022-09-13,1624.1875,-136.69249999999988,-0.07762737949207209
6,MTL,2022-11-04,1510.7549999999999,2022-11-22,977.5110000000001,-533.2439999999998,-0.3529652392346872
0,XRP,2022-02-07,1020.51,2022-04-07,974.5125,-45.997499999999945,-0.045073051709439343
1,XRP,2022-07-18,478.239,2022-07-27,472.7635,-5.475499999999954,-0.011449296272365813
2,XRP,2022-09-09,490.24499999999995,2022-09-15,463.76800000000003,-26.47699999999992,-0.05400769003253459
3,XRP,2022-09-17,526.2629999999999,2022-10-04,682.6585,156.39550000000008,0.2971812572801054
4,XRP,2022-11-04,703.3515,2022-11-06,663.668,-39.68349999999998,-0.05642058060585636
0,ETC,2022-02-07,39889.935,2022-02-26,35302.340000000004,-4587.594999999994,-0.11500632929083475
1,ETC,2022-03-19,41400.689999999995,2022-04-05,55032.47,13631.780000000006,0.32926456056650283
2,ETC,2022-07-16,22821.405,2022-08-06,50314.83,27493.425000000003,1.2047209626225908
3,ETC,2022-09-05,54597.284999999996,2022-09-17,48265.855,-6331.429999999993,-0.11596602285260144
0,SNT,2022-02-07,78.13904999999998,2022-02-19,66.66665,-11.472399999999979,-0.1468203158344001
1,SNT,2022-03-09,76.33815,2022-04-07,82.45875000000001,6.12060000000001,0.08017747351750089
