,Unnamed: 0,coin,buy_date,buy,sell_date,sell,profit,profit_rate
272,4,THETA,2020-07-07,306.153,2020-07-18,294.8525,-11.300499999999944,-0.036911282920631
273,5,THETA,2020-08-01,374.187,2020-09-01,570.7145,196.5275000000001,0.5252119929340145
274,6,THETA,2020-09-25,776.3879999999999,2020-10-06,800.5995,24.211500000000115,0.0311847942008378
275,7,THETA,2020-11-21,765.3824999999999,2020-11-30,694.6525,-70.7299999999999,-0.0924113106845269
276,0,QKC,2020-01-17,3.971985,2020-02-22,5.3673150000000005,1.3953300000000004,0.3512928674201943
277,1,QKC,2020-04-09,3.351675,2020-05-14,3.288355,-0.0633199999999996,-0.0188920465140562
278,2,QKC,2020-05-24,4.132065,2020-06-12,5.3773100000000005,1.2452450000000006,0.3013614258246181
279,3,QKC,2020-06-21,7.14357,2020-07-27,8.025985,0.8824150000000008,0.1235257721279417
280,4,QKC,2020-11-11,6.003,2020-11-19,5.047475,-0.9555249999999996,-0.1591745793769781
281,5,QKC,2020-11-24,6.113055,2020-12-08,5.707145000000001,-0.4059099999999995,-0.0664005149634674
282,0,BTT,2020-01-12,0.00036018,2020-02-04,0.000469765,0.000109585,0.3042506524515521
283,1,BTT,2020-05-29,0.00036018,2020-06-12,0.00035982,-3.59999999999922e-07,-0.0009995002498748
284,2,BTT,2020-07-01,0.000390195,2020-07-21,0.00045977,6.957500000000005e-05,0.1783082817565577
285,3,BTT,2020-08-06,0.0004902449999999,2020-08-21,0.000509745,1.950000000000009e-05,0.039776030352171
286,4,BTT,2020-11-21,0.000350175,2020-12-09,0.00035982,9.645000000000076e-06,0.0275433711715572
287,0,MOC,2020-01-15,13.70685,2020-02-21,35.982,22.27515,1.625110802263102
288,1,MOC,2020-05-14,22.71135,2020-06-13,23.08845,0.3771000000000022,0.0166040327853695
289,2,MOC,2020-06-22,26.2131,2020-07-15,21.7891,-4.423999999999996,-0.168770576543789
290,3,MOC,2020-07-29,23.6118,2020-08-25,24.3878,0.7759999999999998,0.0328649234704681
291,4,MOC,2020-10-09,22.011,2020-10-20,18.3908,-3.620200000000001,-0.1644723092998955
292,5,MOC,2020-11-11,20.31015,2020-11-20,19.1904,-1.1197499999999998,-0.0551325322560394
293,6,MOC,2020-11-25,22.4112,2020-11-27,18.7906,-3.620599999999996,-0.1615531519954307
294,7,MOC,2020-12-01,22.11105,2020-12-11,19.1904,-2.9206499999999984,-0.1320900635655022
295,8,MOC,2020-12-18,23.51175,2020-12-31,23.3883,-0.1234499999999982,-0.0052505662062585
296,0,TFUEL,2020-02-01,3.88194,2020-02-22,4.227885000000001,0.3459450000000008,0.0891165242121209
297,1,TFUEL,2020-04-26,2.28114,2020-05-11,2.2188900000000005,-0.0622499999999992,-0.0272889870854043
298,2,TFUEL,2020-05-15,2.88144,2020-06-01,10.5947,7.71326,2.676876839358099
299,3,TFUEL,2020-08-04,10.90545,2020-09-01,12.29385,1.3884000000000007,0.127312490543719
300,4,TFUEL,2020-09-26,12.8064,2020-10-05,11.5942,-1.2121999999999993,-0.0946557971014492
301,5,TFUEL,2020-10-24,11.705849999999998,2020-10-31,10.5947,-1.1111499999999983,-0.0949226241580063
302,6,TFUEL,2020-11-24,11.4057,2020-12-22,19.3903,7.9846,0.7000534820309144
303,0,MANA,2020-01-05,37.0185,2020-02-25,62.46875,25.450250000000004,0.6875008441725086
304,1,MANA,2020-04-09,35.4177,2020-06-02,48.3758,12.958100000000002,0.3658650900538432
305,2,MANA,2020-06-21,52.52625,2020-08-20,107.946,55.419750000000015,1.0550867423431145
306,3,MANA,2020-08-28,126.063,2020-09-03,100.9495,-25.113499999999988,-0.1992138851209315
307,4,MANA,2020-11-06,93.74685,2020-11-19,86.85655000000001,-6.890299999999982,-0.0734990028998305
308,5,MANA,2020-12-02,103.0515,2020-12-09,92.45375,-10.59774999999999,-0.1028393570205187
309,0,AERGO,2020-01-30,46.4232,2020-02-20,61.26935,14.846150000000009,0.3198002291957472
310,1,AERGO,2020-04-29,27.91395,2020-05-18,26.48675,-1.4271999999999956,-0.0511285575850066
311,2,AERGO,2020-05-25,32.4162,2020-06-08,32.68365000000001,0.2674500000000108,0.0082505043774412
312,3,AERGO,2020-06-18,35.71785,2020-06-28,30.3848,-5.3330499999999965,-0.1493104988122184
313,4,AERGO,2020-07-16,35.6178,2020-07-30,44.7776,9.159799999999995,0.2571691682248762
314,5,AERGO,2020-08-10,73.73685,2020-08-24,72.36380000000001,-1.373049999999992,-0.0186209473282353
315,6,AERGO,2020-10-10,48.2241,2020-11-05,46.5767,-1.6473999999999975,-0.0341613425652318
316,7,AERGO,2020-11-12,54.2271,2020-11-18,47.67615000000001,-6.550949999999993,-0.1208058332457386
317,0,ATOM,2020-01-16,5262.63,2020-01-20,4942.5275,-320.1025,-0.0608255758052532
318,1,ATOM,2020-02-06,5222.61,2020-02-17,5037.4800000000005,-185.1299999999992,-0.0354477933447068
319,2,ATOM,2020-04-24,3331.665,2020-05-07,3268.365,-63.29999999999973,-0.0189995092543817
320,3,ATOM,2020-05-30,3366.6825,2020-06-13,3448.275,81.5925000000002,0.0242352820617923
321,4,ATOM,2020-08-08,5217.6075,2020-09-01,8470.7625,3253.1550000000007,0.6234955389036068
322,5,ATOM,2020-10-11,6883.44,2020-10-16,6261.8675,-621.5724999999993,-0.0902996902711434
323,6,ATOM,2020-11-21,6453.224999999999,2020-11-30,6031.9825,-421.2424999999994,-0.0652762765903868
324,0,TT,2020-01-05,7.523759999999999,2020-02-04,12.1939,4.67014,0.6207188958712134
325,1,TT,2020-02-12,16.208099999999998,2020-02-20,14.892550000000002,-1.3155499999999964,-0.0811662070199466
326,2,TT,2020-03-14,20.4102,2020-04-04,7.69615,-12.714049999999997,-0.6229262819570607
327,3,TT,2020-04-26,7.273634999999999,2020-06-08,7.606195,0.3325600000000017,0.0457212934110663
328,4,TT,2020-07-30,7.2036,2020-08-27,6.71664,-0.4869599999999998,-0.06759953356655
329,5,TT,2020-11-24,5.802899999999999,2020-12-09,5.41729,-0.3856099999999989,-0.0664512571300554
330,0,GAME2,2020-01-21,3.06153,2020-02-21,3.63818,0.5766500000000003,0.1883535356504755
331,1,GAME2,2020-05-21,1.910955,2020-06-11,2.048975,0.1380200000000002,0.0722256672710766
332,2,GAME2,2020-06-20,2.68134,2020-07-28,2.368815,-0.3125249999999999,-0.1165555282060462
333,3,GAME2,2020-08-10,2.74137,2020-08-25,2.69865,-0.0427199999999996,-0.0155834491513366
334,4,GAME2,2020-10-09,2.16108,2020-10-23,1.91904,-0.24204,-0.1119995557776667
335,5,GAME2,2020-11-24,2.071035,2020-11-27,1.87906,-0.1919749999999997,-0.0926951982945724
336,6,GAME2,2020-12-01,2.131065,2020-12-14,2.0789600000000004,-0.0521049999999996,-0.0244502162064505
337,0,MBL,2020-01-22,1.7108549999999998,2020-02-24,2.89855,1.1876950000000004,0.6942113738452415
338,1,MBL,2020-05-22,1.950975,2020-06-12,2.1189400000000003,0.1679650000000003,0.0860928510103924
339,2,MBL,2020-06-20,2.42121,2020-07-26,2.37881,-0.0423999999999997,-0.0175119052044224
340,3,MBL,2020-07-31,3.011505,2020-08-19,2.45877,-0.5527349999999998,-0.1835411198055456
341,4,MBL,2020-11-24,1.7208599999999998,2020-12-25,1.729135,0.0082750000000002,0.0048086421905327
342,0,MED,2020-01-15,3.951975,2020-02-10,4.847575,0.8956,0.2266208667817989
343,1,MED,2020-02-12,5.44272,2020-02-21,4.747625,-0.6950950000000002,-0.1277109606961225
344,2,MED,2020-04-27,3.52176,2020-05-10,3.31834,-0.2034199999999999,-0.0577608922811321
345,3,MED,2020-05-18,7.223609999999999,2020-06-11,4.6276850000000005,-2.5959249999999985,-0.3593667155341995
346,4,MED,2020-07-15,5.22261,2020-07-28,5.1974,-0.0252099999999995,-0.0048270883715229
347,5,MED,2020-08-22,6.313154999999999,2020-08-31,5.947025000000001,-0.3661299999999983,-0.0579947744036061
348,6,MED,2020-10-07,5.752875,2020-10-20,5.807095,0.0542200000000008,0.0094248527909959
349,7,MED,2020-10-28,6.62331,2020-10-31,5.337330000000001,-1.2859799999999997,-0.1941597177242194
350,8,MED,2020-11-24,5.852924999999999,2020-12-18,5.51724,-0.3356849999999989,-0.0573533745947537
351,0,STPT,2020-06-03,16.50825,2020-06-12,16.1919,-0.3163499999999999,-0.0191631456998773
352,1,STPT,2020-06-15,20.01,2020-06-21,17.69115,-2.3188499999999976,-0.1158845577211393
353,2,STPT,2020-07-10,20.71035,2020-07-19,19.49025,-1.2200999999999986,-0.0589125726991576
354,3,STPT,2020-07-23,23.6118,2020-07-29,19.590200000000003,-4.021599999999996,-0.170321618851591
355,4,STPT,2020-08-10,26.013,2020-08-27,34.68265,8.669650000000004,0.3332814362049746
356,5,STPT,2020-10-10,23.6118,2020-10-29,18.49075,-5.121049999999997,-0.2168852014670629
357,6,STPT,2020-11-25,19.50975,2020-12-11,17.49125,-2.0184999999999995,-0.1034610899678365
358,7,STPT,2020-12-15,20.91045,2020-12-21,21.1894,0.2789500000000018,0.013340219842232
359,0,ORBS,2020-05-01,12.6063,2020-05-14,11.69415,-0.9121499999999988,-0.0723566788034553
360,1,ORBS,2020-05-17,13.70685,2020-06-11,16.49175,2.7849000000000004,0.2031757843705884
361,2,ORBS,2020-06-21,19.2096,2020-07-22,21.3893,2.1797000000000004,0.1134693070131601
362,3,ORBS,2020-08-18,24.012,2020-09-03,19.69015,-4.321850000000001,-0.1799870897884391
363,4,ORBS,2020-11-24,16.208099999999998,2020-12-10,15.09245,-1.115649999999997,-0.0688328675168586
364,0,VET,2020-05-25,6.133064999999999,2020-06-17,10.89455,4.761485000000001,0.776363041970043
365,1,VET,2020-07-02,11.50575,2020-07-18,21.5892,10.083450000000004,0.8763835473567567
366,2,VET,2020-08-06,23.4117,2020-08-15,22.88855,-0.5231499999999976,-0.0223456647744502
367,3,VET,2020-11-21,15.70785,2020-12-02,17.89105,2.183200000000001,0.1389878309253017
368,0,CHZ,2020-05-29,13.30665,2020-06-11,13.393300000000002,0.0866500000000023,0.0065117817031335
369,1,CHZ,2020-06-18,17.208599999999997,2020-06-25,15.29235,-1.916249999999996,-0.1113542066176212
370,2,CHZ,2020-07-30,15.30765,2020-08-27,17.1914,1.883750000000001,0.1230593853400097
371,3,CHZ,2020-11-23,13.206599999999998,2020-12-13,13.69315,0.4865500000000011,0.036841427770963
372,0,STMX,2020-02-04,2.0110049999999995,2020-02-22,2.5987,0.5876950000000005,0.2922394524130973
373,1,STMX,2020-04-29,1.3806899999999998,2020-05-13,1.3693150000000005,-0.0113749999999994,-0.008238634306035
374,2,STMX,2020-05-21,1.570785,2020-06-11,2.7986,1.227815,0.7816569422295223
375,3,STMX,2020-07-16,2.971485,2020-08-22,3.71814,0.7466550000000005,0.2512733532223788
376,4,STMX,2020-10-10,2.631315,2020-10-30,2.188905,-0.4424099999999997,-0.1681326637061696
377,5,STMX,2020-11-22,2.671335,2020-11-30,2.568715,-0.1026199999999994,-0.0384152493041866
378,6,STMX,2020-12-19,3.02151,2020-12-23,2.5987,-0.4228099999999997,-0.139933344585985
379,0,STRAX,2020-01-17,40.82039999999999,2020-02-22,55.5722,14.75180000000001,0.3613830339732098
380,1,STRAX,2020-03-19,71.2356,2020-04-19,54.9725,-16.2631,-0.2283001757548192
381,2,STRAX,2020-04-24,60.03,2020-05-31,57.971,-2.0589999999999904,-0.0342995169082124
382,3,STRAX,2020-06-10,63.6318,2020-06-26,57.971,-5.660799999999995,-0.088961808403974
383,4,STRAX,2020-07-10,75.53775,2020-07-17,67.7661,-7.771650000000008,-0.1028843194296892
384,5,STRAX,2020-08-12,75.2376,2020-08-20,70.5647,-4.672899999999999,-0.062108573372888
385,6,STRAX,2020-08-22,80.84039999999999,2020-08-31,70.46475000000001,-10.37564999999998,-0.1283473362328734
386,7,STRAX,2020-11-06,54.2271,2020-11-21,52.1739,-2.053199999999997,-0.0378629873255253
387,8,STRAX,2020-11-24,68.6343,2020-12-09,66.16690000000001,-2.467399999999984,-0.0359499550516284
388,0,GLM,2020-01-14,41.72085,2020-02-12,73.96300000000001,32.24215000000001,0.7728066422424282
389,1,GLM,2020-04-09,46.52325,2020-04-21,44.47775,-2.045499999999997,-0.0439672636799879
390,2,GLM,2020-04-26,51.4257,2020-05-10,49.975,-1.4506999999999977,-0.0282096305932636
391,3,GLM,2020-05-22,64.33215,2020-05-29,60.069950000000006,-4.262199999999993,-0.0662530321153574
392,4,GLM,2020-06-06,67.33364999999999,2020-06-12,66.36680000000001,-0.9668499999999796,-0.0143590908854633
393,5,GLM,2020-07-20,74.83739999999999,2020-08-03,70.86455000000001,-3.97284999999998,-0.0530864247020871
394,6,GLM,2020-08-07,78.039,2020-09-06,133.93300000000002,55.89400000000002,0.7162316277758559
395,7,GLM,2020-11-09,115.0575,2020-11-29,127.936,12.878500000000017,0.1119309910262261
396,0,PUNDIX,2020-01-16,190.095,2020-02-22,229.885,39.79000000000002,0.2093163944343618
397,1,PUNDIX,2020-05-02,160.07999999999998,2020-05-07,159.92000000000002,-0.1599999999999681,-0.0009995002498748
398,2,PUNDIX,2020-05-24,170.08499999999998,2020-06-12,169.91500000000002,-0.169999999999959,-0.0009995002498748
399,3,PUNDIX,2020-07-01,250.125,2020-07-08,209.895,-40.22999999999999,-0.160839580209895
400,4,PUNDIX,2020-07-12,270.135,2020-07-19,239.88,-30.254999999999967,-0.1119995557776666
401,5,PUNDIX,2020-08-08,260.13,2020-08-23,249.875,-10.254999999999995,-0.0394225963941106
402,6,PUNDIX,2020-11-17,200.1,2020-12-11,189.905,-10.194999999999991,-0.0509495252373812
