,kimp,revp,winrate,won_total
56,1.7000000000000002,-0.40000000000000013,1.0,109347323.70194602
57,1.7000000000000002,-0.30000000000000016,1.0,109570886.73096696
58,1.7000000000000002,-0.20000000000000018,1.0,110673769.10140133
59,1.7000000000000002,-0.1000000000000002,0.9166666666666666,110921842.51313916
60,1.7000000000000002,-2.220446049250313e-16,0.8461538461538461,111589918.23014736
61,1.7000000000000002,0.09999999999999964,0.8571428571428571,111522045.56080979
62,1.7000000000000002,0.19999999999999973,0.8666666666666667,115407573.39434306
63,1.7000000000000002,0.2999999999999998,0.75,116210719.11502305
64,1.7000000000000002,0.3999999999999997,0.8235294117647058,114919047.7361036
65,1.7000000000000002,0.49999999999999956,0.7368421052631579,114093365.78421971
66,1.7000000000000002,0.5999999999999996,0.6818181818181818,115271143.01035321
67,1.7000000000000002,0.6999999999999997,0.6521739130434783,117317748.98382497
68,1.7000000000000002,0.7999999999999996,0.6666666666666666,119447764.38661732
69,1.7000000000000002,0.8999999999999995,0.5666666666666667,122179333.38299015
70,1.7000000000000002,0.9999999999999996,0.6052631578947368,124479252.0300989
71,1.7000000000000002,1.0999999999999996,0.6,124804167.67283675
72,1.7000000000000002,1.1999999999999993,0.5892857142857143,130218728.69725183
73,1.7000000000000002,1.2999999999999994,0.5974025974025974,130219746.38163775
74,1.7000000000000002,1.3999999999999995,0.6605504587155964,131237865.94209361
75,1.8000000000000003,-1.0,1.0,108059774.72700752
76,1.8000000000000003,-0.9,1.0,108573184.73487419
77,1.8000000000000003,-0.8,1.0,108406481.49011293
78,1.8000000000000003,-0.7000000000000001,1.0,108330049.85019217
79,1.8000000000000003,-0.6000000000000001,0.875,109273544.85596517
80,1.8000000000000003,-0.5000000000000001,0.875,108917953.24320042
81,1.8000000000000003,-0.40000000000000013,1.0,109365473.66003102
82,1.8000000000000003,-0.30000000000000016,1.0,109615543.8721042
83,1.8000000000000003,-0.20000000000000018,1.0,110738811.98128553
84,1.8000000000000003,-0.1000000000000002,0.9166666666666666,111065129.95609665
85,1.8000000000000003,-2.220446049250313e-16,0.8461538461538461,111711509.22663194
86,1.8000000000000003,0.09999999999999964,0.8461538461538461,110964977.16943058
87,1.8000000000000003,0.19999999999999973,0.8571428571428571,114894490.26907161
88,1.8000000000000003,0.2999999999999998,0.8,115958167.36431524
89,1.8000000000000003,0.3999999999999997,0.875,114141262.15855853
90,1.8000000000000003,0.49999999999999956,0.7222222222222222,112692533.28891975
91,1.8000000000000003,0.5999999999999996,0.6666666666666666,113921261.44308841
92,1.8000000000000003,0.6999999999999997,0.6363636363636364,115875001.45054373
93,1.8000000000000003,0.7999999999999996,0.6956521739130435,117780119.59996107
94,1.8000000000000003,0.8999999999999995,0.6666666666666666,121259343.60816257
95,1.8000000000000003,0.9999999999999996,0.6857142857142857,123952826.57535212
96,1.8000000000000003,1.0999999999999996,0.5853658536585366,121681168.2687847
97,1.8000000000000003,1.1999999999999993,0.6,126094456.73292135
98,1.8000000000000003,1.2999999999999994,0.6290322580645161,128547519.85578728
99,1.8000000000000003,1.3999999999999995,0.6395348837209303,129799039.54246837
100,1.9000000000000004,-1.0,1.0,108681667.86391115
101,1.9000000000000004,-0.9,1.0,108848451.30747023
102,1.9000000000000004,-0.8,1.0,108679275.63232225
103,1.9000000000000004,-0.7000000000000001,1.0,108591840.71704921
104,1.9000000000000004,-0.6000000000000001,0.875,109509109.98384279
105,1.9000000000000004,-0.5000000000000001,0.875,109153714.70287456
106,1.9000000000000004,-0.40000000000000013,1.0,109555528.28447688
107,1.9000000000000004,-0.30000000000000016,1.0,109844656.91578504
108,1.9000000000000004,-0.20000000000000018,1.0,110729783.66582271
109,1.9000000000000004,-0.1000000000000002,0.9166666666666666,110955776.4026399
110,1.9000000000000004,-2.220446049250313e-16,0.8461538461538461,111578256.7872315
111,1.9000000000000004,0.09999999999999964,0.8461538461538461,110800734.87558752
112,1.9000000000000004,0.19999999999999973,0.8571428571428571,114559731.49364558
113,1.9000000000000004,0.2999999999999998,0.8,115641127.8942237
114,1.9000000000000004,0.3999999999999997,0.875,113872050.3492142
115,1.9000000000000004,0.49999999999999956,0.7222222222222222,112487658.21842536
116,1.9000000000000004,0.5999999999999996,0.7,114383640.72777817
117,1.9000000000000004,0.6999999999999997,0.65,117031010.37944531
118,1.9000000000000004,0.7999999999999996,0.6190476190476191,116872377.23630719
119,1.9000000000000004,0.8999999999999995,0.625,119811451.84292173
120,1.9000000000000004,0.9999999999999996,0.65625,123152750.34699652
121,1.9000000000000004,1.0999999999999996,0.6486486486486487,121808189.78535143
122,1.9000000000000004,1.1999999999999993,0.5909090909090909,125084994.71849564
123,1.9000000000000004,1.2999999999999994,0.6415094339622641,127784242.21686184
124,1.9000000000000004,1.3999999999999995,0.6521739130434783,129702464.46128547
125,2.0000000000000004,-1.0,0.6666666666666666,106616077.10831115
126,2.0000000000000004,-0.9,0.8333333333333334,107974652.38040167
127,2.0000000000000004,-0.8,0.8333333333333334,107818710.72615176
128,2.0000000000000004,-0.7000000000000001,0.8333333333333334,107903799.00896746
129,2.0000000000000004,-0.6000000000000001,0.7142857142857143,109727131.38006419
130,2.0000000000000004,-0.5000000000000001,0.8571428571428571,109433650.7817508
